sppid,species,scinam,dataname,Rank,Occurrences,nSites,UseAvailability.North,Analysis.North,UseAvailability.South,Analysis.South,Maps,Origin
CalamagrostisStricta,Calamagrostis stricta,Calamagrostis stricta,Calamagrostis.stricta,Species,227,104,TRUE,TRUE,TRUE,TRUE,TRUE,Native
CalamovilfaLongifolia,Calamovilfa longifolia,Calamovilfa longifolia,Calamovilfa.longifolia,Species,67,20,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CallaPalustris,Calla palustris,Calla palustris,Calla.palustris,Species,73,37,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CallitricheHermaphroditica,Callitriche hermaphroditica/stenoptera,Callitriche hermaphroditica/stenoptera,Callitriche.hermaphroditica.stenoptera,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CallitrichePalustris,Callitriche palustris,Callitriche palustris,Callitriche.palustris,Species,10,6,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CalthaNatans,Caltha natans,Caltha natans,Caltha.natans,Species,11,10,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CalthaPalustris,Caltha palustris,Caltha palustris,Caltha.palustris,Species,452,186,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CalypsoBulbosa,Calypso bulbosa,Calypso bulbosa,Calypso.bulbosa,Species,11,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CamassiaQuamash,Camassia quamash,Camassia quamash,Camassia.quamash,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CamelinaMicrocarpa,Camelina microcarpa,Camelina microcarpa,Camelina.microcarpa,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Campanula,Campanula,Campanula,Campanula,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CampanulaRapunculoides,Campanula rapunculoides,Campanula rapunculoides,Campanula.rapunculoides,Species,11,5,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
CampanulaRotundifolia,Campanula rotundifolia,Campanula rotundifolia,Campanula.rotundifolia,Species,695,267,TRUE,TRUE,TRUE,TRUE,TRUE,Native
CampanulaUniflora,Campanula uniflora,Campanula uniflora,Campanula.uniflora,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CanadanthusModestus,Canadanthus modestus,Canadanthus modestus,Canadanthus.modestus,Species,17,10,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CannabisSativa,Cannabis sativa,Cannabis sativa,Cannabis.sativa,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
CapsellaBursapastoris,Capsella bursa-pastoris,Capsella bursa-pastoris,Capsella.bursa.pastoris,Species,287,121,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
CapsicumAnnuum,Capsicum annuum,Capsicum annuum,Capsicum.annuum,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
CaraganaArborescens,Caragana arborescens,Caragana arborescens,Caragana.arborescens,Species,20,12,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Cardamine,Cardamine,Cardamine,Cardamine,Genus,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,NA
CardaminePensylvanica,Cardamine pensylvanica,Cardamine pensylvanica,Cardamine.pensylvanica,Species,33,25,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Carex,Carex,Carex,Carex,Genus,791,300,TRUE,TRUE,TRUE,TRUE,TRUE,Native
CarexAdusta,Carex adusta,Carex adusta,Carex.adusta,Species,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexAquatilis,Carex aquatilis,Carex aquatilis,Carex.aquatilis,Species,863,338,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexAtherodes,Carex atherodes,Carex atherodes,Carex.atherodes,Species,238,99,TRUE,TRUE,TRUE,TRUE,TRUE,Native
CarexAtratiformis,Carex atratiformis,Carex atratiformis,Carex.atratiformis,Species,24,13,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexAtrosquama,Carex atrosquama,Carex atrosquama,Carex.atrosquama,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexAurea,Carex aurea,Carex aurea,Carex.aurea,Species,126,76,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexBackii,Carex backii,Carex backii,Carex.backii,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexBebbii,Carex bebbii,Carex bebbii,Carex.bebbii,Species,171,83,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexBrevior,Carex brevior,Carex brevior,Carex.brevior,Species,16,11,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CarexBrunnescens,Carex brunnescens,Carex brunnescens,Carex.brunnescens,Species,206,109,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexBuxbaumii,Carex buxbaumii,Carex buxbaumii,Carex.buxbaumii,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexCanescens,Carex canescens,Carex canescens,Carex.canescens,Species,314,149,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexCapillaris,Carex capillaris,Carex capillaris,Carex.capillaris,Species,55,27,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexCapitata,Carex capitata,Carex capitata,Carex.capitata,Species,20,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexChordorrhiza,Carex chordorrhiza,Carex chordorrhiza,Carex.chordorrhiza,Species,82,34,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexConcinna,Carex concinna,Carex concinna,Carex.concinna,Species,6,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexCrawfordii,Carex crawfordii,Carex crawfordii,Carex.crawfordii,Species,38,20,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexDeflexa,Carex deflexa,Carex deflexa,Carex.deflexa,Species,21,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexDeweyana,Carex deweyana,Carex deweyana,Carex.deweyana,Species,76,46,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexDiandra,Carex diandra,Carex diandra,Carex.diandra,Species,184,73,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexDisperma,Carex disperma,Carex disperma,Carex.disperma,Species,530,237,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexDouglasii,Carex douglasii,Carex douglasii,Carex.douglasii,Species,27,14,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CarexDuriuscula,Carex duriuscula,Carex duriuscula,Carex.duriuscula,Species,318,93,FALSE,FALSE,TRUE,TRUE,TRUE,Native
CarexFilifolia,Carex filifolia,Carex filifolia,Carex.filifolia,Species,59,20,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CarexFoenea,Carex foenea,Carex foenea,Carex.foenea,Species,254,105,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexGynocrates,Carex gynocrates,Carex gynocrates,Carex.gynocrates,Species,156,66,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexHoodii,Carex hoodii,Carex hoodii,Carex.hoodii,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexHookerana,Carex hookerana,Carex hookerana,Carex.hookerana,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexHoughtoniana,Carex houghtoniana,Carex houghtoniana,Carex.houghtoniana,Species,12,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexInops,Carex inops,Carex inops,Carex.inops,Species,203,65,FALSE,FALSE,TRUE,TRUE,TRUE,Native
CarexInterior,Carex interior,Carex interior,Carex.interior,Species,65,27,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexLacustris,Carex lacustris,Carex lacustris,Carex.lacustris,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexLasiocarpa,Carex lasiocarpa,Carex lasiocarpa,Carex.lasiocarpa,Species,59,25,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexLeptalea,Carex leptalea,Carex leptalea,Carex.leptalea,Species,41,18,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexLimosa,Carex limosa,Carex limosa,Carex.limosa,Species,89,35,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexLivida,Carex livida,Carex livida,Carex.livida,Species,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexLoliacea,Carex loliacea,Carex loliacea,Carex.loliacea,Species,21,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexMagellanica,Carex magellanica,Carex magellanica,Carex.magellanica,Species,312,130,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexMedia,Carex media,Carex media,Carex.media,Species,75,40,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexMicroptera,Carex microptera,Carex microptera,Carex.microptera,Species,30,16,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexNardina,Carex nardina,Carex nardina,Carex.nardina,Species,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexNebrascensis,Carex nebrascensis,Carex nebrascensis,Carex.nebrascensis,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexObtusata,Carex obtusata,Carex obtusata,Carex.obtusata,Species,97,33,FALSE,FALSE,TRUE,TRUE,TRUE,Native
CarexOligosperma,Carex oligosperma,Carex oligosperma,Carex.oligosperma,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexPauciflora,Carex pauciflora,Carex pauciflora,Carex.pauciflora,Species,41,17,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexPeckii,Carex peckii,Carex peckii,Carex.peckii,Species,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexPellita,Carex pellita,Carex pellita,Carex.pellita,Species,71,37,TRUE,FALSE,TRUE,TRUE,TRUE,Native
CarexPraegracilis,Carex praegracilis,Carex praegracilis,Carex.praegracilis,Species,83,34,TRUE,FALSE,TRUE,TRUE,TRUE,Native
CarexPrairea,Carex prairea,Carex prairea,Carex.prairea,Species,43,16,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexPraticola,Carex praticola,Carex praticola,Carex.praticola,Species,92,46,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexPseudocyperus,Carex pseudocyperus,Carex pseudocyperus,Carex.pseudocyperus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexRaynoldsii,Carex raynoldsii,Carex raynoldsii,Carex.raynoldsii,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexRetrorsa,Carex retrorsa,Carex retrorsa,Carex.retrorsa,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexRichardsonii,Carex richardsonii,Carex richardsonii,Carex.richardsonii,Species,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexRossii,Carex rossii,Carex rossii,Carex.rossii,Species,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexRostrata,Carex rostrata,Carex rostrata,Carex.rostrata,Species,53,27,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexSartwellii,Carex sartwellii,Carex sartwellii,Carex.sartwellii,Species,64,29,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexScirpoidea,Carex scirpoidea,Carex scirpoidea,Carex.scirpoidea,Species,22,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexSiccata,Carex siccata,Carex siccata,Carex.siccata,Species,187,81,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexSimulata,Carex simulata,Carex simulata,Carex.simulata,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexSprengelii,Carex sprengelii,Carex sprengelii,Carex.sprengelii,Species,14,9,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CarexStipata,Carex stipata,Carex stipata,Carex.stipata,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexSychnocephala,Carex sychnocephala,Carex sychnocephala,Carex.sychnocephala,Species,11,10,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexTenera,Carex tenera,Carex tenera,Carex.tenera,Species,30,17,TRUE,FALSE,TRUE,FALSE,FALSE,Native
CarexTenuiflora,Carex tenuiflora,Carex tenuiflora,Carex.tenuiflora,Species,119,60,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexTonsa,Carex tonsa/umbellata,Carex tonsa/umbellata,Carex.tonsa.umbellata,Species,23,8,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CarexTrisperma,Carex trisperma,Carex trisperma,Carex.trisperma,Species,51,22,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexUtriculata,Carex utriculata,Carex utriculata,Carex.utriculata,Species,279,132,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CarexVaginata,Carex vaginata,Carex vaginata,Carex.vaginata,Species,210,93,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CarexViridula,Carex viridula,Carex viridula,Carex.viridula,Species,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CarexXerantica,Carex xerantica,Carex xerantica,Carex.xerantica,Species,12,7,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CarumCarvi,Carum carvi,Carum carvi,Carum.carvi,Species,16,11,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
CassiopeTetragona,Cassiope tetragona,Cassiope tetragona,Cassiope.tetragona,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Castilleja,Castilleja,Castilleja,Castilleja,Genus,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CastillejaLutescens,Castilleja lutescens,Castilleja lutescens,Castilleja.lutescens,Species,23,10,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CastillejaMiniata,Castilleja miniata,Castilleja miniata,Castilleja.miniata,Species,216,91,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CastillejaOccidentalis,Castilleja occidentalis,Castilleja occidentalis,Castilleja.occidentalis,Species,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CastillejaRaupii,Castilleja raupii,Castilleja raupii,Castilleja.raupii,Species,34,14,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CentaureaCyanus,Centaurea cyanus,Centaurea cyanus,Centaurea.cyanus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Cerastium,Cerastium,Cerastium,Cerastium,Genus,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CerastiumArvense,Cerastium arvense,Cerastium arvense,Cerastium.arvense,Species,154,68,TRUE,FALSE,TRUE,TRUE,TRUE,Native
CerastiumBeeringianum,Cerastium beeringianum,Cerastium beeringianum,Cerastium.beeringianum,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CerastiumFontanum,Cerastium fontanum,Cerastium fontanum,Cerastium.fontanum,Species,46,25,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
CerastiumNutans,Cerastium nutans,Cerastium nutans,Cerastium.nutans,Species,27,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CeratophyllumDemersum,Ceratophyllum demersum,Ceratophyllum demersum,Ceratophyllum.demersum,Species,26,13,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ChaenorhinumMinus,Chaenorhinum minus,Chaenorhinum minus,Chaenorhinum.minus,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
ChamaedaphneCalyculata,Chamaedaphne calyculata,Chamaedaphne calyculata,Chamaedaphne.calyculata,Species,385,135,TRUE,TRUE,FALSE,FALSE,TRUE,Native
ChamaerhodosErecta,Chamaerhodos erecta,Chamaerhodos erecta,Chamaerhodos.erecta,Species,37,18,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ChamerionAngustifolium,Chamerion angustifolium,Chamerion angustifolium,Chamerion.angustifolium,Species,2857,874,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ChamerionLatifolium,Chamerion latifolium,Chamerion latifolium,Chamerion.latifolium,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Chara,Chara,Chara,Chara,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Chenopodium,Chenopodium,Chenopodium,Chenopodium,Genus,59,31,TRUE,FALSE,TRUE,FALSE,FALSE,NA
ChenopodiumAlbum,Chenopodium album,Chenopodium album,Chenopodium.album,Species,609,250,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
ChenopodiumAtrovirens,Chenopodium atrovirens,Chenopodium atrovirens,Chenopodium.atrovirens,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ChenopodiumCapitatum,Chenopodium capitatum,Chenopodium capitatum,Chenopodium.capitatum,Species,14,12,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ChenopodiumDesiccatum,Chenopodium other ,Chenopodium other ,Chenopodium.other.,Species,126,62,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ChenopodiumGlaucum,Chenopodium glaucum,Chenopodium glaucum,Chenopodium.glaucum,Species,38,21,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ChimaphilaUmbellata,Ericaceae,Ericaceae,Ericaceae,Species,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ChrysospleniumIowense,Chrysosplenium tetrandrum/iowense,Chrysosplenium tetrandrum/iowense,Chrysosplenium.tetrandrum.iowense,Species,61,39,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CichoriumIntybus,Cichorium intybus,Cichorium intybus,Cichorium.intybus,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
CicutaBulbifera,Cicuta bulbifera,Cicuta bulbifera,Cicuta.bulbifera,Species,40,23,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CicutaMaculata,Cicuta maculata,Cicuta maculata,Cicuta.maculata,Species,175,85,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CicutaVirosa,Cicuta virosa,Cicuta virosa,Cicuta.virosa,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CinnaLatifolia,Cinna latifolia,Cinna latifolia,Cinna.latifolia,Species,53,25,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CircaeaAlpina,Circaea alpina,Circaea alpina,Circaea.alpina,Species,172,71,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Cirsium,Cirsium,Cirsium,Cirsium,Genus,20,12,TRUE,FALSE,TRUE,FALSE,FALSE,NA
CirsiumArvense,Cirsium arvense,Cirsium arvense,Cirsium.arvense,Species,1277,452,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
CirsiumDrummondii,Cirsium drummondii,Cirsium drummondii,Cirsium.drummondii,Species,17,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CirsiumFlodmanii,Cirsium flodmanii,Cirsium flodmanii,Cirsium.flodmanii,Species,219,92,TRUE,FALSE,TRUE,TRUE,TRUE,Native
CirsiumFoliosum,Cirsium foliosum,Cirsium foliosum,Cirsium.foliosum,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CirsiumUndulatum,Cirsium undulatum,Cirsium undulatum,Cirsium.undulatum,Species,117,49,FALSE,FALSE,TRUE,TRUE,TRUE,Native
CirsiumVulgare,Cirsium vulgare,Cirsium vulgare,Cirsium.vulgare,Species,67,31,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
ClaytoniaLanceolata,Claytonia lanceolata,Claytonia lanceolata,Claytonia.lanceolata,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Clematis,Clematis,Clematis,Clematis,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ClematisOccidentalis,Clematis occidentalis,Clematis occidentalis,Clematis.occidentalis,Species,19,11,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CollomiaLinearis,Collomia linearis,Collomia linearis,Collomia.linearis,Species,87,47,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ComandraUmbellata,Comandra umbellata,Comandra umbellata,Comandra.umbellata,Species,424,160,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ComarumPalustre,Comarum palustre,Comarum palustre,Comarum.palustre,Species,565,220,TRUE,TRUE,FALSE,FALSE,TRUE,Native
ConvolvulusArvensis,Convolvulus arvensis,Convolvulus arvensis,Convolvulus.arvensis,Species,47,15,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
ConyzaCanadensis,Conyza canadensis,Conyza canadensis,Conyza.canadensis,Species,151,65,TRUE,FALSE,TRUE,TRUE,TRUE,Native
CoptisTrifolia,Coptis trifolia,Coptis trifolia,Coptis.trifolia,Species,66,30,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CorallorhizaMaculata,Corallorhiza maculata,Corallorhiza maculata,Corallorhiza.maculata,Species,77,53,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CorallorhizaStriata,Corallorhiza striata,Corallorhiza striata,Corallorhiza.striata,Species,16,11,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CorallorhizaTrifida,Corallorhiza trifida,Corallorhiza trifida,Corallorhiza.trifida,Species,73,54,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CoreopsisTinctoria,Coreopsis tinctoria,Coreopsis tinctoria,Coreopsis.tinctoria,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CoriandrumSativum,Coriandrum sativum,Coriandrum sativum,Coriandrum.sativum,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Corispermum,Corispermum,Corispermum,Corispermum,Genus,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CorispermumAmericanum,Corispermum americanum,Corispermum americanum,Corispermum.americanum,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Cornus,Cornus,Cornus,Cornus,Genus,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CornusCanadensis,Cornus canadensis,Cornus canadensis,Cornus.canadensis,Species,2677,788,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CornusSericea,Cornus sericea,Cornus sericea,Cornus.sericea,Species,806,322,TRUE,TRUE,TRUE,TRUE,TRUE,Native
Corydalis,Corydalis,Corydalis,Corydalis,Genus,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA
CorydalisAurea,Corydalis aurea,Corydalis aurea,Corydalis.aurea,Species,28,15,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CorydalisSempervirens,Corydalis sempervirens,Corydalis sempervirens,Corydalis.sempervirens,Species,91,38,TRUE,TRUE,FALSE,FALSE,TRUE,Native
CorylusCornuta,Corylus cornuta,Corylus cornuta,Corylus.cornuta,Species,278,98,TRUE,TRUE,TRUE,FALSE,TRUE,Native
CotoneasterAcutifolius,Cotoneaster lucidus,Cotoneaster lucidus,Cotoneaster.lucidus,Species,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
CrataegusChrysocarpa,Crataegus chrysocarpa,Crataegus chrysocarpa,Crataegus.chrysocarpa,Species,6,5,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Crepis,Crepis,Crepis,Crepis,Genus,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CrepisElegans,Crepis elegans,Crepis elegans,Crepis.elegans,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CrepisOccidentalis,Crepis occidentalis,Crepis occidentalis,Crepis.occidentalis,Species,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CrepisRuncinata,Crepis runcinata,Crepis runcinata,Crepis.runcinata,Species,13,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
CrepisTectorum,Crepis tectorum,Crepis tectorum,Crepis.tectorum,Species,716,277,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
CryptanthaCelosioides,Cryptantha celosioides,Cryptantha celosioides,Cryptantha.celosioides,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CryptanthaFendleri,Cryptantha fendleri,Cryptantha fendleri,Cryptantha.fendleri,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
CryptogrammaAcrostichoides,Cryptogramma acrostichoides,Cryptogramma acrostichoides,Cryptogramma.acrostichoides,Species,31,11,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CyclachaenaXanthiifolia,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia,Cyclachaena.xanthiifolia,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
CynoglossumOfficinale,Cynoglossum officinale,Cynoglossum officinale,Cynoglossum.officinale,Species,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Cypripedium,Cypripedium,Cypripedium,Cypripedium,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
CypripediumAcaule,Cypripedium acaule,Cypripedium acaule,Cypripedium.acaule,Species,10,4,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CypripediumParviflorum,Cypripedium parviflorum,Cypripedium parviflorum,Cypripedium.parviflorum,Species,12,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CypripediumPasserinum,Cypripedium passerinum,Cypripedium passerinum,Cypripedium.passerinum,Species,13,6,TRUE,FALSE,FALSE,FALSE,FALSE,Native
CystopterisFragilis,Cystopteris fragilis,Cystopteris fragilis,Cystopteris.fragilis,Species,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DactylisGlomerata,Dactylis glomerata,Dactylis glomerata,Dactylis.glomerata,Species,119,48,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
DactylorhizaViridis,Dactylorhiza viridis,Dactylorhiza viridis,Dactylorhiza.viridis,Species,58,33,TRUE,TRUE,TRUE,FALSE,TRUE,Native
DaleaCandida,Dalea candida,Dalea candida,Dalea.candida,Species,13,10,FALSE,FALSE,TRUE,FALSE,FALSE,Native
DaleaPurpurea,Dalea purpurea,Dalea purpurea,Dalea.purpurea,Species,92,40,FALSE,FALSE,TRUE,TRUE,TRUE,Native
DanthoniaCalifornica,Danthonia californica,Danthonia californica,Danthonia.californica,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DanthoniaIntermedia,Danthonia intermedia,Danthonia intermedia,Danthonia.intermedia,Species,34,15,FALSE,FALSE,TRUE,FALSE,FALSE,Native
DanthoniaParryi,Danthonia parryi,Danthonia parryi,Danthonia.parryi,Species,13,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DanthoniaUnispicata,Danthonia unispicata,Danthonia unispicata,Danthonia.unispicata,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DasiphoraFruticosa,Dasiphora fruticosa,Dasiphora fruticosa,Dasiphora.fruticosa,Species,162,60,TRUE,TRUE,TRUE,FALSE,TRUE,Native
Delphinium,Delphinium,Delphinium,Delphinium,Genus,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
DelphiniumBicolor,Delphinium bicolor,Delphinium bicolor,Delphinium.bicolor,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DelphiniumGlaucum,Delphinium glaucum,Delphinium glaucum,Delphinium.glaucum,Species,284,129,TRUE,TRUE,TRUE,FALSE,TRUE,Native
DeschampsiaCespitosa,Deschampsia cespitosa,Deschampsia cespitosa,Deschampsia.cespitosa,Species,249,100,TRUE,TRUE,TRUE,TRUE,TRUE,Native
DescurainiaIncana,Descurainia incana,Descurainia incana,Descurainia.incana,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DescurainiaPinnata,Descurainia pinnata,Descurainia pinnata,Descurainia.pinnata,Species,23,9,FALSE,FALSE,TRUE,FALSE,FALSE,Native
DescurainiaSophia,Descurainia sophia,Descurainia sophia,Descurainia.sophia,Species,544,212,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
